timestamp,imp1chng,ppichng,pxfechng,cpichng,cpupxchng,gdppiqq,pcecmom,prodnfr%,ecichng
2004-06-17,NaN,0.8,0.3,NaN,NaN,NaN,NaN,NaN,NaN
2004-06-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0
2004-07-14,-0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004-07-15,NaN,-0.3,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2004-07-16,NaN,NaN,NaN,0.3,0.1,NaN,NaN,NaN,NaN
2004-08-12,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004-08-13,NaN,0.1,0.1,NaN,NaN,NaN,NaN,NaN,NaN
2004-08-17,NaN,NaN,NaN,-0.1,0.1,NaN,NaN,NaN,NaN
2004-09-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN
2004-09-09,1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004-09-10,NaN,-0.1,-0.1,NaN,NaN,NaN,NaN,NaN,NaN
2004-09-16,NaN,NaN,NaN,0.1,0.1,NaN,NaN,NaN,NaN
2004-09-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0
2004-10-14,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004-10-15,NaN,0.1,0.3,NaN,NaN,NaN,NaN,NaN,NaN
2004-10-19,NaN,NaN,NaN,0.2,0.3,NaN,NaN,NaN,NaN
2004-11-10,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004-11-16,NaN,1.7,0.3,NaN,NaN,NaN,NaN,NaN,NaN
2004-11-17,NaN,NaN,NaN,0.6,0.2,NaN,NaN,NaN,NaN
2004-12-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8,NaN
2004-12-09,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004-12-10,NaN,0.5,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2004-12-17,NaN,NaN,NaN,0.2,0.2,NaN,NaN,NaN,NaN
2004-12-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5
2005-01-13,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005-01-14,NaN,-0.7,0.1,NaN,NaN,NaN,NaN,NaN,NaN
2005-01-19,NaN,NaN,NaN,-0.1,0.2,NaN,NaN,NaN,NaN
2005-02-17,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005-02-18,NaN,0.3,0.8,NaN,NaN,NaN,NaN,NaN,NaN
2005-02-23,NaN,NaN,NaN,0.1,0.2,NaN,NaN,NaN,NaN
2005-03-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1,NaN
2005-03-18,0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005-03-22,NaN,0.4,0.1,NaN,NaN,NaN,NaN,NaN,NaN
2005-03-23,NaN,NaN,NaN,0.4,0.3,NaN,NaN,NaN,NaN
2005-03-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0
2005-04-15,1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005-04-19,NaN,0.7,0.1,NaN,NaN,NaN,NaN,NaN,NaN
2005-04-20,NaN,NaN,NaN,0.6,0.4,NaN,NaN,NaN,NaN
2005-05-13,0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005-05-17,NaN,0.6,0.3,NaN,NaN,NaN,NaN,NaN,NaN
2005-05-18,NaN,NaN,NaN,0.5,0.0,NaN,NaN,NaN,NaN
2005-06-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9,NaN
2005-06-10,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005-06-14,NaN,-0.6,0.1,NaN,NaN,NaN,NaN,NaN,NaN
2005-06-15,NaN,NaN,NaN,-0.1,0.1,NaN,NaN,NaN,NaN
2005-06-29,NaN,NaN,NaN,NaN,NaN,2.9,NaN,NaN,NaN
2005-06-30,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,0.6
2005-07-13,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005-07-14,NaN,NaN,NaN,0.0,0.1,NaN,NaN,NaN,NaN
2005-07-15,NaN,0.0,-0.1,NaN,NaN,NaN,NaN,NaN,NaN
2005-08-02,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
2005-08-12,1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005-08-16,NaN,NaN,NaN,0.5,0.1,NaN,NaN,NaN,NaN
2005-08-17,NaN,1.0,0.4,NaN,NaN,NaN,NaN,NaN,NaN
2005-09-01,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2005-09-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8,NaN
2005-09-09,1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005-09-13,NaN,0.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN
2005-09-15,NaN,NaN,NaN,0.5,0.1,NaN,NaN,NaN,NaN
2005-09-29,NaN,NaN,NaN,NaN,NaN,2.6,NaN,NaN,NaN
2005-09-30,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,0.8
2005-10-13,2.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005-10-14,NaN,NaN,NaN,1.2,0.1,NaN,NaN,NaN,NaN
2005-10-18,NaN,1.9,0.3,NaN,NaN,NaN,NaN,NaN,NaN
2005-10-31,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2005-11-10,-0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005-11-15,NaN,0.7,-0.3,NaN,NaN,NaN,NaN,NaN,NaN
2005-11-16,NaN,NaN,NaN,0.2,0.2,NaN,NaN,NaN,NaN
2005-12-01,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2005-12-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7,NaN
2005-12-14,-1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005-12-15,NaN,NaN,NaN,-0.6,0.2,NaN,NaN,NaN,NaN
2005-12-20,NaN,-0.7,0.1,NaN,NaN,NaN,NaN,NaN,NaN
2005-12-21,NaN,NaN,NaN,NaN,NaN,3.3,NaN,NaN,NaN
2005-12-22,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2005-12-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6
2006-01-12,-0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-01-13,NaN,0.9,0.1,NaN,NaN,NaN,NaN,NaN,NaN
2006-01-18,NaN,NaN,NaN,-0.1,0.2,NaN,NaN,NaN,NaN
2006-01-30,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2006-02-16,1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-02-17,NaN,0.3,0.4,NaN,NaN,NaN,NaN,NaN,NaN
2006-02-22,NaN,NaN,NaN,0.7,0.2,NaN,NaN,NaN,NaN
2006-03-01,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2006-03-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5,NaN
2006-03-15,-0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-03-16,NaN,NaN,NaN,0.1,0.1,NaN,NaN,NaN,NaN
2006-03-21,NaN,-1.4,0.3,NaN,NaN,NaN,NaN,NaN,NaN
2006-03-30,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN
2006-03-31,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,0.7
2006-04-13,-0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-04-18,NaN,0.5,0.1,NaN,NaN,NaN,NaN,NaN,NaN
2006-04-19,NaN,NaN,NaN,0.4,0.3,NaN,NaN,NaN,NaN
2006-05-01,NaN,NaN,NaN,NaN,NaN,NaN,0.3,NaN,NaN
2006-05-12,2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-05-16,NaN,0.9,0.1,NaN,NaN,NaN,NaN,NaN,NaN
2006-05-17,NaN,NaN,NaN,0.6,0.3,NaN,NaN,NaN,NaN
2006-05-26,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2006-06-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7,NaN
2006-06-09,1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-13,NaN,0.2,0.3,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-14,NaN,NaN,NaN,0.4,0.3,NaN,NaN,NaN,NaN
2006-06-29,NaN,NaN,NaN,NaN,NaN,3.1,NaN,NaN,NaN
2006-06-30,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,0.9
2006-07-14,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-07-18,NaN,0.5,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2006-07-19,NaN,NaN,NaN,0.2,0.3,NaN,NaN,NaN,NaN
2006-08-01,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2006-08-11,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-08-15,NaN,0.1,-0.3,NaN,NaN,NaN,NaN,NaN,NaN
2006-08-16,NaN,NaN,NaN,0.4,0.2,NaN,NaN,NaN,NaN
2006-08-31,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2006-09-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6,NaN
2006-09-14,0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-09-15,NaN,NaN,NaN,0.2,0.2,NaN,NaN,NaN,NaN
2006-09-19,NaN,0.1,-0.4,NaN,NaN,NaN,NaN,NaN,NaN
2006-09-28,NaN,NaN,NaN,NaN,NaN,3.3,NaN,NaN,NaN
2006-09-29,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2006-09-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1
2006-10-13,-2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-10-17,NaN,-1.3,0.6,NaN,NaN,NaN,NaN,NaN,NaN
2006-10-18,NaN,NaN,NaN,-0.5,0.2,NaN,NaN,NaN,NaN
2006-10-30,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2006-11-09,-2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-11-14,NaN,-1.6,-0.9,NaN,NaN,NaN,NaN,NaN,NaN
2006-11-16,NaN,NaN,NaN,-0.5,0.1,NaN,NaN,NaN,NaN
2006-11-30,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2006-12-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN
2006-12-14,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-12-15,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN
2006-12-19,NaN,2.0,1.3,NaN,NaN,NaN,NaN,NaN,NaN
2006-12-21,NaN,NaN,NaN,NaN,NaN,1.9,NaN,NaN,NaN
2006-12-22,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
2006-12-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6
2007-01-12,1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-01-17,NaN,0.9,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2007-01-18,NaN,NaN,NaN,0.5,0.2,NaN,NaN,NaN,NaN
2007-02-01,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2007-02-15,-1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-02-16,NaN,-0.6,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2007-02-21,NaN,NaN,NaN,0.2,0.3,NaN,NaN,NaN,NaN
2007-03-01,NaN,NaN,NaN,NaN,NaN,NaN,0.3,NaN,NaN
2007-03-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6,NaN
2007-03-14,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-03-15,NaN,1.3,0.4,NaN,NaN,NaN,NaN,NaN,NaN
2007-03-16,NaN,NaN,NaN,0.4,0.2,NaN,NaN,NaN,NaN
2007-03-29,NaN,NaN,NaN,NaN,NaN,1.7,NaN,NaN,NaN
2007-03-30,NaN,NaN,NaN,NaN,NaN,NaN,0.3,NaN,NaN
2007-03-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9
2007-04-12,1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-04-13,NaN,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
2007-04-17,NaN,NaN,NaN,0.6,0.1,NaN,NaN,NaN,NaN
2007-04-30,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
2007-05-10,1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-05-11,NaN,0.7,0.0,NaN,NaN,NaN,NaN,NaN,NaN
2007-05-15,NaN,NaN,NaN,0.4,0.2,NaN,NaN,NaN,NaN
2007-06-01,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2007-06-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN
2007-06-13,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-06-14,NaN,0.9,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2007-06-15,NaN,NaN,NaN,0.7,0.1,NaN,NaN,NaN,NaN
2007-06-28,NaN,NaN,NaN,NaN,NaN,4.2,NaN,NaN,NaN
2007-06-29,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2007-06-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8
2007-07-13,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-07-17,NaN,-0.2,0.3,NaN,NaN,NaN,NaN,NaN,NaN
2007-07-18,NaN,NaN,NaN,0.2,0.2,NaN,NaN,NaN,NaN
2007-07-31,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2007-08-10,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-08-14,NaN,0.6,0.1,NaN,NaN,NaN,NaN,NaN,NaN
2007-08-15,NaN,NaN,NaN,0.1,0.2,NaN,NaN,NaN,NaN
2007-08-31,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2007-09-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6,NaN
2007-09-14,-0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-09-18,NaN,-1.4,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2007-09-19,NaN,NaN,NaN,-0.1,0.2,NaN,NaN,NaN,NaN
2007-09-27,NaN,NaN,NaN,NaN,NaN,2.6,NaN,NaN,NaN
2007-09-28,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2007-09-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0
2007-10-11,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-10-12,NaN,1.1,0.1,NaN,NaN,NaN,NaN,NaN,NaN
2007-10-17,NaN,NaN,NaN,0.3,0.2,NaN,NaN,NaN,NaN
2007-11-01,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2007-11-09,1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-11-14,NaN,0.1,0.0,NaN,NaN,NaN,NaN,NaN,NaN
2007-11-15,NaN,NaN,NaN,0.3,0.2,NaN,NaN,NaN,NaN
2007-11-30,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2007-12-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.3,NaN
2007-12-12,2.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007-12-13,NaN,3.2,0.4,NaN,NaN,NaN,NaN,NaN,NaN
2007-12-14,NaN,NaN,NaN,0.8,0.3,NaN,NaN,NaN,NaN
2007-12-20,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN
2007-12-21,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2007-12-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6
2008-01-11,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-15,NaN,-0.1,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2008-01-16,NaN,NaN,NaN,0.3,0.2,NaN,NaN,NaN,NaN
2008-01-31,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2008-02-15,1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-02-20,NaN,NaN,NaN,0.4,0.3,NaN,NaN,NaN,NaN
2008-02-26,NaN,1.0,0.4,NaN,NaN,NaN,NaN,NaN,NaN
2008-02-29,NaN,NaN,NaN,NaN,NaN,NaN,0.3,NaN,NaN
2008-03-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9,NaN
2008-03-13,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-03-14,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN
2008-03-18,NaN,0.3,0.5,NaN,NaN,NaN,NaN,NaN,NaN
2008-03-27,NaN,NaN,NaN,NaN,NaN,2.4,NaN,NaN,NaN
2008-03-28,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2008-03-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8
2008-04-11,2.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-04-15,NaN,1.1,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2008-04-16,NaN,NaN,NaN,0.3,0.2,NaN,NaN,NaN,NaN
2008-05-01,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2008-05-13,1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-05-14,NaN,NaN,NaN,0.2,0.1,NaN,NaN,NaN,NaN
2008-05-20,NaN,0.2,0.4,NaN,NaN,NaN,NaN,NaN,NaN
2008-05-30,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2008-06-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6,NaN
2008-06-12,2.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-06-13,NaN,NaN,NaN,0.6,0.2,NaN,NaN,NaN,NaN
2008-06-17,NaN,1.4,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2008-06-26,NaN,NaN,NaN,NaN,NaN,2.7,NaN,NaN,NaN
2008-06-27,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2008-06-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7
2008-07-11,2.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-07-15,NaN,1.8,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2008-07-16,NaN,NaN,NaN,1.1,0.3,NaN,NaN,NaN,NaN
2008-08-04,NaN,NaN,NaN,NaN,NaN,NaN,0.3,NaN,NaN
2008-08-13,1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-08-14,NaN,NaN,NaN,0.8,0.3,NaN,NaN,NaN,NaN
2008-08-19,NaN,1.2,0.7,NaN,NaN,NaN,NaN,NaN,NaN
2008-08-29,NaN,NaN,NaN,NaN,NaN,NaN,0.3,NaN,NaN
2008-09-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3,NaN
2008-09-11,-3.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-09-12,NaN,-0.9,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2008-09-16,NaN,NaN,NaN,-0.1,0.2,NaN,NaN,NaN,NaN
2008-09-26,NaN,NaN,NaN,NaN,NaN,1.1,NaN,NaN,NaN
2008-09-29,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2008-09-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8
2008-10-10,-3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-10-15,NaN,-0.4,0.4,NaN,NaN,NaN,NaN,NaN,NaN
2008-10-16,NaN,NaN,NaN,0.0,0.1,NaN,NaN,NaN,NaN
2008-10-31,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2008-11-14,-4.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-11-18,NaN,-2.8,0.4,NaN,NaN,NaN,NaN,NaN,NaN
2008-11-19,NaN,NaN,NaN,-1.0,-0.1,NaN,NaN,NaN,NaN
2008-11-26,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
2008-12-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3,NaN
2008-12-11,-6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008-12-12,NaN,-2.2,0.1,NaN,NaN,NaN,NaN,NaN,NaN
2008-12-16,NaN,NaN,NaN,-1.7,0.0,NaN,NaN,NaN,NaN
2008-12-23,NaN,NaN,NaN,NaN,NaN,3.9,NaN,NaN,NaN
2008-12-24,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
2008-12-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3
2009-01-14,-4.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-01-15,NaN,-1.9,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2009-01-16,NaN,NaN,NaN,-0.7,0.0,NaN,NaN,NaN,NaN
2009-02-02,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
2009-02-18,-1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-02-19,NaN,0.8,0.4,NaN,NaN,NaN,NaN,NaN,NaN
2009-02-20,NaN,NaN,NaN,0.3,0.2,NaN,NaN,NaN,NaN
2009-03-02,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2009-03-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4,NaN
2009-03-13,-0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-03-17,NaN,0.1,0.2,NaN,NaN,NaN,NaN,NaN,NaN
2009-03-18,NaN,NaN,NaN,0.4,0.2,NaN,NaN,NaN,NaN
2009-03-26,NaN,NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN
2009-03-27,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2009-03-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4
2009-04-09,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-04-14,NaN,-1.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN
2009-04-15,NaN,NaN,NaN,-0.1,0.2,NaN,NaN,NaN,NaN
2009-04-30,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2009-05-13,1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-05-14,NaN,0.3,0.1,NaN,NaN,NaN,NaN,NaN,NaN
2009-05-15,NaN,NaN,NaN,0.0,0.3,NaN,NaN,NaN,NaN
2009-06-01,NaN,NaN,NaN,NaN,NaN,NaN,0.3,NaN,NaN
2009-06-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6,NaN
2009-06-12,1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-06-16,NaN,0.2,-0.1,NaN,NaN,NaN,NaN,NaN,NaN
2009-06-17,NaN,NaN,NaN,0.1,0.1,NaN,NaN,NaN,NaN
2009-06-25,NaN,NaN,NaN,NaN,NaN,2.8,NaN,NaN,NaN
2009-06-26,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2009-06-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3
2009-07-10,3.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-07-14,NaN,1.8,0.5,NaN,NaN,NaN,NaN,NaN,NaN
2009-07-15,NaN,NaN,NaN,0.7,0.2,NaN,NaN,NaN,NaN
2009-08-04,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN
2009-08-13,-0.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-08-14,NaN,NaN,NaN,0.0,0.1,NaN,NaN,NaN,NaN
2009-08-18,NaN,-0.9,-0.1,NaN,NaN,NaN,NaN,NaN,NaN
2009-08-28,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN
2009-09-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6,NaN
2009-09-11,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009-09-15,NaN,1.7,0.2,NaN,NaN,NaN,NaN,NaN,NaN
